COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE
JPN,XDC_USD,EOP_RT,M,2004-M12,104.12
JPN,XDC_USD,EOP_RT,M,2005-M01,104
JPN,XDC_USD,EOP_RT,M,2005-M02,104.73
JPN,XDC_USD,EOP_RT,M,2005-M03,107.35
JPN,XDC_USD,EOP_RT,M,2005-M04,105.89
JPN,XDC_USD,EOP_RT,M,2005-M05,108.08
JPN,XDC_USD,EOP_RT,M,2005-M06,110.4
JPN,XDC_USD,EOP_RT,M,2005-M07,112.22
JPN,XDC_USD,EOP_RT,M,2005-M08,111.3
JPN,XDC_USD,EOP_RT,M,2005-M09,113.15
JPN,XDC_USD,EOP_RT,M,2005-M10,115.7
JPN,XDC_USD,EOP_RT,M,2005-M11,119.63
JPN,XDC_USD,EOP_RT,M,2005-M12,117.97
JPN,XDC_USD,EOP_RT,M,2006-M01,117.71
JPN,XDC_USD,EOP_RT,M,2006-M02,116.25
JPN,XDC_USD,EOP_RT,M,2006-M03,117.4
JPN,XDC_USD,EOP_RT,M,2006-M04,114.3
JPN,XDC_USD,EOP_RT,M,2006-M05,112.24
JPN,XDC_USD,EOP_RT,M,2006-M06,114.95
JPN,XDC_USD,EOP_RT,M,2006-M07,114.8
JPN,XDC_USD,EOP_RT,M,2006-M08,117.32
JPN,XDC_USD,EOP_RT,M,2006-M09,117.8
JPN,XDC_USD,EOP_RT,M,2006-M10,117.65
JPN,XDC_USD,EOP_RT,M,2006-M11,116.4
JPN,XDC_USD,EOP_RT,M,2006-M12,118.95
JPN,XDC_USD,EOP_RT,M,2007-M01,121.68
JPN,XDC_USD,EOP_RT,M,2007-M02,118.48
JPN,XDC_USD,EOP_RT,M,2007-M03,117.65
JPN,XDC_USD,EOP_RT,M,2007-M04,119.6
JPN,XDC_USD,EOP_RT,M,2007-M05,121.62
JPN,XDC_USD,EOP_RT,M,2007-M06,123.23
JPN,XDC_USD,EOP_RT,M,2007-M07,118.95
JPN,XDC_USD,EOP_RT,M,2007-M08,116.2
JPN,XDC_USD,EOP_RT,M,2007-M09,115.05
JPN,XDC_USD,EOP_RT,M,2007-M10,114.75
JPN,XDC_USD,EOP_RT,M,2007-M11,110.3
JPN,XDC_USD,EOP_RT,M,2007-M12,114
JPN,XDC_USD,EOP_RT,M,2008-M01,106.36
JPN,XDC_USD,EOP_RT,M,2008-M02,104.73
JPN,XDC_USD,EOP_RT,M,2008-M03,100.1
JPN,XDC_USD,EOP_RT,M,2008-M04,104.08
JPN,XDC_USD,EOP_RT,M,2008-M05,105.66
JPN,XDC_USD,EOP_RT,M,2008-M06,106.4
JPN,XDC_USD,EOP_RT,M,2008-M07,107.99
JPN,XDC_USD,EOP_RT,M,2008-M08,109.1
JPN,XDC_USD,EOP_RT,M,2008-M09,104.3
JPN,XDC_USD,EOP_RT,M,2008-M10,98.3
JPN,XDC_USD,EOP_RT,M,2008-M11,95.25
JPN,XDC_USD,EOP_RT,M,2008-M12,90.75
JPN,XDC_USD,EOP_RT,M,2009-M01,89.6
JPN,XDC_USD,EOP_RT,M,2009-M02,97.55
JPN,XDC_USD,EOP_RT,M,2009-M03,98.1
JPN,XDC_USD,EOP_RT,M,2009-M04,97.6
JPN,XDC_USD,EOP_RT,M,2009-M05,96.5
JPN,XDC_USD,EOP_RT,M,2009-M06,95.95
JPN,XDC_USD,EOP_RT,M,2009-M07,95.33
JPN,XDC_USD,EOP_RT,M,2009-M08,92.7
JPN,XDC_USD,EOP_RT,M,2009-M09,89.77
JPN,XDC_USD,EOP_RT,M,2009-M10,91.38
JPN,XDC_USD,EOP_RT,M,2009-M11,86.75
JPN,XDC_USD,EOP_RT,M,2009-M12,92.06
JPN,XDC_USD,EOP_RT,M,2010-M01,89.85
JPN,XDC_USD,EOP_RT,M,2010-M02,89.25
JPN,XDC_USD,EOP_RT,M,2010-M03,93.25
JPN,XDC_USD,EOP_RT,M,2010-M04,94.06
JPN,XDC_USD,EOP_RT,M,2010-M05,91.3
JPN,XDC_USD,EOP_RT,M,2010-M06,88.6
JPN,XDC_USD,EOP_RT,M,2010-M07,86.5
JPN,XDC_USD,EOP_RT,M,2010-M08,84.25
JPN,XDC_USD,EOP_RT,M,2010-M09,83.4
JPN,XDC_USD,EOP_RT,M,2010-M10,80.58
JPN,XDC_USD,EOP_RT,M,2010-M11,84.15
JPN,XDC_USD,EOP_RT,M,2010-M12,81.45
JPN,XDC_USD,EOP_RT,M,2011-M01,82.05
JPN,XDC_USD,EOP_RT,M,2011-M02,81.7
JPN,XDC_USD,EOP_RT,M,2011-M03,83.13
JPN,XDC_USD,EOP_RT,M,2011-M04,82.06
JPN,XDC_USD,EOP_RT,M,2011-M05,80.85
JPN,XDC_USD,EOP_RT,M,2011-M06,80.72
JPN,XDC_USD,EOP_RT,M,2011-M07,77.55
JPN,XDC_USD,EOP_RT,M,2011-M08,76.59
JPN,XDC_USD,EOP_RT,M,2011-M09,76.63
JPN,XDC_USD,EOP_RT,M,2011-M10,79.2
JPN,XDC_USD,EOP_RT,M,2011-M11,78.05
JPN,XDC_USD,EOP_RT,M,2011-M12,77.72
JPN,XDC_USD,EOP_RT,M,2012-M01,76.36
JPN,XDC_USD,EOP_RT,M,2012-M02,80.65
JPN,XDC_USD,EOP_RT,M,2012-M03,82.15
JPN,XDC_USD,EOP_RT,M,2012-M04,81.15
JPN,XDC_USD,EOP_RT,M,2012-M05,78.8
JPN,XDC_USD,EOP_RT,M,2012-M06,79.3
JPN,XDC_USD,EOP_RT,M,2012-M07,78.15
JPN,XDC_USD,EOP_RT,M,2012-M08,78.45
JPN,XDC_USD,EOP_RT,M,2012-M09,77.57
JPN,XDC_USD,EOP_RT,M,2012-M10,79.64
JPN,XDC_USD,EOP_RT,M,2012-M11,82.45
JPN,XDC_USD,EOP_RT,M,2012-M12,86.55
JPN,XDC_USD,EOP_RT,M,2013-M01,91.07
JPN,XDC_USD,EOP_RT,M,2013-M02,92.48
JPN,XDC_USD,EOP_RT,M,2013-M03,94.15
JPN,XDC_USD,EOP_RT,M,2013-M04,98.8
JPN,XDC_USD,EOP_RT,M,2013-M05,101.03
JPN,XDC_USD,EOP_RT,M,2013-M06,98.14
JPN,XDC_USD,EOP_RT,M,2013-M07,98.12
JPN,XDC_USD,EOP_RT,M,2013-M08,98.33
JPN,XDC_USD,EOP_RT,M,2013-M09,97.75
JPN,XDC_USD,EOP_RT,M,2013-M10,98.2
JPN,XDC_USD,EOP_RT,M,2013-M11,101.37
JPN,XDC_USD,EOP_RT,M,2013-M12,105.3
JPN,XDC_USD,EOP_RT,M,2014-M01,102.82
JPN,XDC_USD,EOP_RT,M,2014-M02,101.8
JPN,XDC_USD,EOP_RT,M,2014-M03,102.85
JPN,XDC_USD,EOP_RT,M,2014-M04,102.58
JPN,XDC_USD,EOP_RT,M,2014-M05,101.92
JPN,XDC_USD,EOP_RT,M,2014-M06,101.3
JPN,XDC_USD,EOP_RT,M,2014-M07,102.78
JPN,XDC_USD,EOP_RT,M,2014-M08,103.71
JPN,XDC_USD,EOP_RT,M,2014-M09,109.37
JPN,XDC_USD,EOP_RT,M,2014-M10,110.57
JPN,XDC_USD,EOP_RT,M,2014-M11,118.21
JPN,XDC_USD,EOP_RT,M,2014-M12,120.64
JPN,XDC_USD,EOP_RT,M,2015-M01,118.22
JPN,XDC_USD,EOP_RT,M,2015-M02,119.26
JPN,XDC_USD,EOP_RT,M,2015-M03,120.11
JPN,XDC_USD,EOP_RT,M,2015-M04,118.51
JPN,XDC_USD,EOP_RT,M,2015-M05,123.75
JPN,XDC_USD,EOP_RT,M,2015-M06,122.45
JPN,XDC_USD,EOP_RT,M,2015-M07,123.97
JPN,XDC_USD,EOP_RT,M,2015-M08,121.2
JPN,XDC_USD,EOP_RT,M,2015-M09,119.95
JPN,XDC_USD,EOP_RT,M,2015-M10,120.87
JPN,XDC_USD,EOP_RT,M,2015-M11,122.8
JPN,XDC_USD,EOP_RT,M,2015-M12,120.5
JPN,XDC_USD,EOP_RT,M,2016-M01,121
JPN,XDC_USD,EOP_RT,M,2016-M02,113.4
JPN,XDC_USD,EOP_RT,M,2016-M03,112.63
JPN,XDC_USD,EOP_RT,M,2016-M04,111.74
JPN,XDC_USD,EOP_RT,M,2016-M05,111.09
JPN,XDC_USD,EOP_RT,M,2016-M06,102.9
JPN,XDC_USD,EOP_RT,M,2016-M07,104
JPN,XDC_USD,EOP_RT,M,2016-M08,102.96
JPN,XDC_USD,EOP_RT,M,2016-M09,101.08
JPN,XDC_USD,EOP_RT,M,2016-M10,104.8
JPN,XDC_USD,EOP_RT,M,2016-M11,112.39
JPN,XDC_USD,EOP_RT,M,2016-M12,116.8
JPN,XDC_USD,EOP_RT,M,2017-M01,113.6
JPN,XDC_USD,EOP_RT,M,2017-M02,112.55
JPN,XDC_USD,EOP_RT,M,2017-M03,112.05
JPN,XDC_USD,EOP_RT,M,2017-M04,111.25
JPN,XDC_USD,EOP_RT,M,2017-M05,110.95
JPN,XDC_USD,EOP_RT,M,2017-M06,111.94
JPN,XDC_USD,EOP_RT,M,2017-M07,110.55
JPN,XDC_USD,EOP_RT,M,2017-M08,110.5
JPN,XDC_USD,EOP_RT,M,2017-M09,112.66
JPN,XDC_USD,EOP_RT,M,2017-M10,113.15
JPN,XDC_USD,EOP_RT,M,2017-M11,112
JPN,XDC_USD,EOP_RT,M,2017-M12,112.9
JPN,XDC_USD,EOP_RT,M,2018-M01,108.84
JPN,XDC_USD,EOP_RT,M,2018-M02,107.32
JPN,XDC_USD,EOP_RT,M,2018-M03,106.19
JPN,XDC_USD,EOP_RT,M,2018-M04,109.31
JPN,XDC_USD,EOP_RT,M,2018-M05,108.66
JPN,XDC_USD,EOP_RT,M,2018-M06,110.45
JPN,XDC_USD,EOP_RT,M,2018-M07,110.97
JPN,XDC_USD,EOP_RT,M,2018-M08,111
JPN,XDC_USD,EOP_RT,M,2018-M09,113.47
JPN,XDC_USD,EOP_RT,M,2018-M10,113.24
JPN,XDC_USD,EOP_RT,M,2018-M11,113.43
JPN,XDC_USD,EOP_RT,M,2018-M12,110.83
JPN,XDC_USD,EOP_RT,M,2019-M01,108.92
JPN,XDC_USD,EOP_RT,M,2019-M02,110.89
JPN,XDC_USD,EOP_RT,M,2019-M03,110.92
JPN,XDC_USD,EOP_RT,M,2019-M04,111.7
JPN,XDC_USD,EOP_RT,M,2019-M05,109.33
JPN,XDC_USD,EOP_RT,M,2019-M06,107.68
JPN,XDC_USD,EOP_RT,M,2019-M07,108.56
JPN,XDC_USD,EOP_RT,M,2019-M08,106.43
JPN,XDC_USD,EOP_RT,M,2019-M09,107.95
JPN,XDC_USD,EOP_RT,M,2019-M10,108.83
JPN,XDC_USD,EOP_RT,M,2019-M11,109.11
JPN,XDC_USD,EOP_RT,M,2019-M12,109.12
JPN,XDC_USD,EOP_RT,M,2020-M01,109.03
JPN,XDC_USD,EOP_RT,M,2020-M02,109.4
JPN,XDC_USD,EOP_RT,M,2020-M03,108.7
JPN,XDC_USD,EOP_RT,M,2020-M04,106.58
JPN,XDC_USD,EOP_RT,M,2020-M05,107.14
JPN,XDC_USD,EOP_RT,M,2020-M06,107.72
JPN,XDC_USD,EOP_RT,M,2020-M07,104.55
JPN,XDC_USD,EOP_RT,M,2020-M08,105.37
JPN,XDC_USD,EOP_RT,M,2020-M09,105.79
JPN,XDC_USD,EOP_RT,M,2020-M10,104.58
JPN,XDC_USD,EOP_RT,M,2020-M11,103.87
JPN,XDC_USD,EOP_RT,M,2020-M12,103.63
JPN,XDC_USD,EOP_RT,M,2021-M01,104.48
JPN,XDC_USD,EOP_RT,M,2021-M02,106.23
JPN,XDC_USD,EOP_RT,M,2021-M03,110.7
JPN,XDC_USD,EOP_RT,M,2021-M04,108.95
JPN,XDC_USD,EOP_RT,M,2021-M05,109.2
JPN,XDC_USD,EOP_RT,M,2021-M06,110.5
JPN,XDC_USD,EOP_RT,M,2021-M07,109.5
JPN,XDC_USD,EOP_RT,M,2021-M08,109.87
JPN,XDC_USD,EOP_RT,M,2021-M09,111.91
JPN,XDC_USD,EOP_RT,M,2021-M10,113.65
JPN,XDC_USD,EOP_RT,M,2021-M11,113.8
JPN,XDC_USD,EOP_RT,M,2021-M12,114.21
JPN,XDC_USD,EOP_RT,M,2022-M01,115.43
JPN,XDC_USD,EOP_RT,M,2022-M02,115.55
JPN,XDC_USD,EOP_RT,M,2022-M03,122.4
JPN,XDC_USD,EOP_RT,M,2022-M04,129.9
JPN,XDC_USD,EOP_RT,M,2022-M05,128.2
JPN,XDC_USD,EOP_RT,M,2022-M06,136.63
JPN,XDC_USD,EOP_RT,M,2022-M07,133
JPN,XDC_USD,EOP_RT,M,2022-M08,138.61
JPN,XDC_USD,EOP_RT,M,2022-M09,144.74
JPN,XDC_USD,EOP_RT,M,2022-M10,148.24
JPN,XDC_USD,EOP_RT,M,2022-M11,138.8
JPN,XDC_USD,EOP_RT,M,2022-M12,132.65
JPN,XDC_USD,EOP_RT,M,2023-M01,130.41
JPN,XDC_USD,EOP_RT,M,2023-M02,136.29
JPN,XDC_USD,EOP_RT,M,2023-M03,133.48
JPN,XDC_USD,EOP_RT,M,2023-M04,134.05
JPN,XDC_USD,EOP_RT,M,2023-M05,139.8
JPN,XDC_USD,EOP_RT,M,2023-M06,144.88
JPN,XDC_USD,EOP_RT,M,2023-M07,140.92
JPN,XDC_USD,EOP_RT,M,2023-M08,146.07
JPN,XDC_USD,EOP_RT,M,2023-M09,149.44
JPN,XDC_USD,EOP_RT,M,2023-M10,149.45
JPN,XDC_USD,EOP_RT,M,2023-M11,146.98
JPN,XDC_USD,EOP_RT,M,2023-M12,141.91
JPN,XDC_USD,EOP_RT,M,2024-M01,147.5
JPN,XDC_USD,EOP_RT,M,2024-M02,150.6
JPN,XDC_USD,EOP_RT,M,2024-M03,151.25
JPN,XDC_USD,EOP_RT,M,2024-M04,156.82
JPN,XDC_USD,EOP_RT,M,2024-M05,156.65
JPN,XDC_USD,EOP_RT,M,2024-M06,160.95
JPN,XDC_USD,EOP_RT,M,2024-M07,152.4
JPN,XDC_USD,EOP_RT,M,2024-M08,144.76
JPN,XDC_USD,EOP_RT,M,2024-M09,142.65
JPN,XDC_USD,EOP_RT,M,2024-M10,153.5
JPN,XDC_USD,EOP_RT,M,2024-M11,152.85
JPN,XDC_USD,EOP_RT,M,2024-M12,156.65
JPN,XDC_USD,EOP_RT,M,2025-M01,154.33
JPN,XDC_USD,EOP_RT,M,2025-M02,149.62
JPN,XDC_USD,EOP_RT,M,2025-M03,149.48
JPN,XDC_USD,EOP_RT,M,2025-M04,142.52
JPN,XDC_USD,EOP_RT,M,2025-M05,143.88
JPN,XDC_USD,EOP_RT,M,2025-M06,144.74
JPN,XDC_USD,EOP_RT,M,2025-M07,149.33
JPN,XDC_USD,EOP_RT,M,2025-M08,146.85
JPN,XDC_USD,EOP_RT,M,2025-M09,148.83
JPN,XDC_USD,EOP_RT,M,2025-M10,153.98
JPN,XDC_USD,EOP_RT,M,2025-M11,156.35
JPN,XDC_USD,EOP_RT,M,2025-M12,156.3
JPN,XDC_USD,EOP_RT,M,2026-M01,153.6
JPN,XDC_USD,EOP_RT,M,2026-M02,155.76
JPN,XDC_USD,EOP_RT,M,2026-M03,159.8
JPN,XDC_USD,EOP_RT,M,2026-M04,160.27
JPN,XDC_USD,EOP_RT,M,2026-M05,159.3
JPN,XDC_USD,EOP_RT,M,2026-M06,162.2
